customer_id,age,income,account_balance,transaction_amount,tenure_months,num_products,credit_score,digital_banking_usage,complaint_count,branch_id,transaction_type,churned,is_suspicious_transaction
725,31,114304.96051845608,11662.492592329561,111.5011345188359,161,2,857.3798165834722,9,2,BR004,Withdrawal,0,0
726,48,55973.80840863807,25512.510964435864,839.4481804584726,90,3,663.6699176715395,1,0,BR002,Bill Payment,0,0
727,22,18000.0,17145.903491140503,543.3296327477522,44,5,668.6541725157526,9,1,BR001,Transfer,0,0
728,52,64336.22333415903,5004.872089754596,920.4635715766307,43,2,738.1763099227059,34,0,BR002,Withdrawal,1,0
729,40,63393.26344398635,11441.58430276364,682.385356661489,31,4,659.8828595784244,20,0,BR002,Withdrawal,0,0
730,46,89457.80848553215,0.0,1857.3328544122412,117,4,745.8275137202728,39,0,BR003,Bill Payment,0,0
731,60,71338.77720800949,13713.828195587565,85.36280881829015,76,1,648.7020105254671,7,1,BR004,Bill Payment,0,0
732,28,46655.625964324354,5828.084329392144,36.29726763058839,145,3,827.2483725304111,17,0,BR001,Bill Payment,0,0
733,35,58699.37878307092,1978.8779260626488,164.39379958676594,143,2,723.1342480814607,8,0,BR004,Transfer,1,0
734,64,72203.23497632174,25699.320826932424,55.247238203525406,34,1,655.5983935646302,29,0,BR003,Deposit,1,0
735,29,18000.0,21275.289668858586,296.20463947661364,80,3,657.7915810371508,3,0,BR002,Transfer,1,0
736,26,94449.67815658991,21027.35080886216,400.9888781433607,4,4,663.0340173104375,34,1,BR001,Bill Payment,0,0
737,27,46714.26251229737,19039.0014898585,345.3736484557871,72,2,795.0924766374211,13,0,BR001,Transfer,1,0
738,61,96174.96406084757,885.9986028679541,120.03151022418461,98,5,610.1874294679102,13,0,BR004,Bill Payment,0,0
739,34,73634.23310478494,8395.684564738462,957.9855656353141,110,4,652.2440830678347,36,0,BR002,Deposit,0,0
740,55,78851.07100066743,8944.467226771016,8.559885187566657,28,5,659.6837610152202,19,0,BR003,Transfer,0,0
741,24,90287.315592028,0.0,171.09247939903142,130,5,697.9018423270144,28,1,BR002,Deposit,0,0
742,63,77608.90515923497,6986.990146404097,507.74953282562825,17,2,680.0223215147244,22,0,BR004,Deposit,1,0
743,30,79803.49675898392,7085.118219446607,582.5647339210925,58,2,594.6140518026676,20,1,BR001,Bill Payment,0,0
744,57,61382.83830984961,13133.990527454658,215.2229215197695,127,5,671.0124121483173,30,1,BR001,Transfer,0,0
745,59,73187.7109923861,34791.48840214509,6.821766644169309,9,1,692.0314521770522,31,0,BR002,Transfer,0,0
746,26,52075.048070621655,11811.933510557352,384.9796080676429,31,5,655.0331515444152,6,1,BR002,Deposit,1,0
747,67,57444.95580906472,13138.630091127006,26.069219601293852,88,5,747.0742842333366,12,0,BR002,Bill Payment,1,0
748,44,108223.29105531599,9748.107545122723,45.650989418134024,62,2,763.3585900127553,22,1,BR002,Deposit,0,0
749,19,47219.74112889072,18639.4159204837,420.2154892161401,19,3,693.5129310189425,7,2,BR003,Deposit,1,0
750,22,68394.97678599818,2334.7451221880056,149.87058777188975,81,4,715.137911079551,11,0,BR003,Deposit,0,0
751,46,67496.31880774048,29064.33745638545,171.10278584397446,107,2,547.726080185551,35,0,BR003,Deposit,0,0
752,54,58163.40162082242,10882.567132798627,266.8413744994107,55,1,669.5228059486718,15,0,BR003,Transfer,1,0
753,55,76316.82060454963,8443.291502720422,1537.3421120931885,156,4,769.3375184230539,25,0,BR004,Withdrawal,0,0
754,36,77973.88604031043,20730.333662974197,1346.0490378386871,112,2,669.3594391774506,28,0,BR001,Transfer,1,0
755,25,44631.97797075326,3981.696671596318,215.3205251053625,123,2,647.3916826525627,28,1,BR001,Bill Payment,1,0
756,65,67229.84765402412,18473.258847498,123.42568705385754,178,3,858.4382248221652,5,1,BR004,Withdrawal,0,0
757,62,41187.91854700814,24646.530500358247,144.153957011959,65,1,826.3354033137064,36,0,BR004,Deposit,0,0
758,18,82348.06960298063,9827.915048372917,125.21707290272536,124,1,731.730243873751,32,0,BR003,Transfer,0,0
759,39,68882.72082797776,30475.57451771884,303.9249399923812,3,2,778.7237428036033,30,0,BR002,Withdrawal,1,0
760,69,66811.25750777592,17798.623736351285,373.4356030282396,138,3,543.1845207429345,17,0,BR001,Deposit,1,0
761,34,79498.68967519287,17910.248336979865,268.3816225468612,21,2,643.8713991559905,37,1,BR004,Transfer,1,0
762,24,58938.77360969518,24292.788016673905,209.69564836560184,37,5,666.1029488778794,30,0,BR002,Withdrawal,0,0
763,42,85108.4831028005,26676.61459172736,94.94011510205758,15,5,682.4813930793138,15,1,BR003,Transfer,1,0
764,62,44134.21279936501,14356.55087765742,263.5026234016403,87,3,664.7039185318226,39,0,BR004,Withdrawal,0,0
765,21,96061.2834156796,19172.14897239244,166.87504790289123,120,2,520.4981595938557,36,0,BR001,Bill Payment,0,0
766,53,52879.95398379322,24567.07343844835,312.0012862884868,137,3,726.0217233095992,13,0,BR001,Transfer,1,0
767,23,27684.06051069707,1543.7003127470653,449.8052334060258,44,2,737.0557889796424,38,2,BR001,Transfer,1,0
768,48,57772.2320138199,0.0,401.29776177869826,39,2,811.1329154112987,3,0,BR004,Withdrawal,0,0
769,36,55276.6996604074,11482.014716346855,248.32332237891256,133,5,643.8183514657526,29,1,BR001,Bill Payment,0,0
770,61,57606.372304699195,0.0,324.81951848946295,25,4,638.0885789554069,32,0,BR003,Transfer,0,0
771,71,70096.25634064763,9174.04413322843,134.10861643589755,56,1,511.4010859824872,35,0,BR001,Bill Payment,1,0
772,56,89152.531939542,14829.361807792237,9.815555961703398,121,1,678.450321438638,29,1,BR003,Bill Payment,0,0
773,44,60782.46989426299,9519.25110550386,392.35245285561433,90,3,762.077824674352,13,1,BR001,Transfer,0,0
774,27,49784.41346398418,10725.662567066782,116.44507833343573,64,1,656.1762496465096,22,0,BR003,Deposit,0,0
775,43,40215.97012975646,2985.001377411674,442.19882585866657,89,5,849.0411372980553,27,0,BR004,Withdrawal,0,0
776,36,54699.97859120103,19093.291895738497,549.7597544255393,112,4,681.0383614947334,6,1,BR003,Transfer,0,0
777,56,23467.853536492243,2428.829695898943,990.4314737751706,76,2,709.2894599001988,9,1,BR004,Bill Payment,1,0
778,20,49047.071942640054,0.0,1269.2054579838584,137,2,603.5827843592884,3,1,BR002,Withdrawal,0,0
779,62,92369.1857089681,10133.95104720102,5.0,138,5,719.1054241622695,37,1,BR003,Transfer,0,0
780,30,46886.09749927469,20235.179324279605,1857.3237028837052,10,1,560.4476143603113,12,1,BR004,Withdrawal,1,0
781,67,78831.74893760671,12718.47712694679,459.56451752896743,62,2,747.5588568509202,20,1,BR002,Withdrawal,0,0
782,45,38017.39402421322,1516.8268642778858,412.59552498397636,90,1,749.7099723364788,32,0,BR001,Bill Payment,0,0
783,37,103964.1097848322,12917.558706657026,6.132000605935891,60,5,794.1503997035556,39,0,BR002,Deposit,0,0
784,45,105427.34812742361,15944.733342915148,789.984791812856,147,2,627.6021896862618,27,1,BR003,Deposit,0,0
785,25,78002.47424431727,12812.850223670335,62.89150696176271,107,3,710.2393482808194,22,0,BR002,Withdrawal,0,0
786,58,108807.55723615747,9618.741778002724,726.4130465978039,38,4,738.4671591570553,31,2,BR001,Bill Payment,0,0
787,56,72827.44544840857,16374.348134784737,6.273965564072721,134,1,729.9597146831217,4,1,BR002,Bill Payment,1,0
788,18,81907.37651129023,0.0,415.3429670206454,143,1,638.4290507405605,25,2,BR003,Transfer,0,0
789,20,92762.54528809377,3954.401483136776,228.23133674068666,47,1,531.5612677310702,38,0,BR003,Withdrawal,0,0
790,30,68953.80596816588,253.12711975220736,89.64096888326928,173,1,723.2872207819137,25,1,BR004,Transfer,0,0
791,45,30847.69584512865,24135.477347893408,45.519021596653566,133,5,688.3250225183057,2,0,BR001,Bill Payment,0,0
792,74,82357.19381515676,18408.28548889549,232.0186203210575,78,5,659.3330584926991,23,1,BR001,Withdrawal,0,0
793,66,54619.088922463794,13666.125308826158,52.63881687895612,53,5,752.4761754600827,33,1,BR002,Deposit,0,0
794,42,56254.34393897988,0.0,266.56051423001065,62,5,695.8556323291897,33,0,BR001,Deposit,0,0
795,73,71553.68816253118,18697.330100533072,392.563297467498,23,2,606.656346306254,19,0,BR003,Transfer,1,0
796,50,77458.17935378215,24478.861214926346,702.6747705411753,44,5,563.7983397632645,29,2,BR002,Withdrawal,1,0
797,55,68302.9619481368,17143.45262817206,454.0890623006459,52,2,619.9725714406784,19,1,BR004,Bill Payment,0,0
798,70,78986.0497954608,11683.403251467986,26.968970700777504,46,3,866.5108606336751,17,0,BR002,Transfer,0,0
799,23,49449.14305067568,17685.462286655536,146.9398478970159,147,5,749.5943741752941,37,1,BR002,Deposit,0,0
800,61,64060.516516087766,14456.2450282742,135.85892919315256,84,3,712.2028639382509,19,1,BR004,Bill Payment,0,0
801,62,83679.87990991915,20334.68610275765,986.1942191457448,47,5,686.2837350969937,5,0,BR002,Withdrawal,1,0
802,49,104001.40588160776,20133.17077613658,809.321415700048,91,3,681.6824942036795,24,2,BR001,Deposit,0,0
803,62,111781.58295741059,10010.41017050706,184.90811127867846,52,4,780.7037188351367,2,4,BR002,Bill Payment,1,0
804,64,74525.4870200101,6054.227554043011,29.5254702577717,24,3,664.6582980667598,18,1,BR002,Deposit,0,0
805,38,83480.21618840337,8401.593533824402,898.1316519383116,145,2,739.3844287479005,9,0,BR002,Withdrawal,0,0
806,33,108594.7416259342,16822.65301504441,876.3815424586751,89,1,674.6100434795884,4,0,BR003,Transfer,1,0
807,71,50241.60719186312,8945.043133819725,771.7089015471395,174,3,834.8109642284544,21,0,BR003,Bill Payment,0,0
808,38,78853.39675967683,5245.2334366155865,745.9427983532848,64,1,750.9601955304813,8,0,BR001,Bill Payment,1,0
809,28,81903.5448886952,11991.41965872114,261.76602014844195,119,4,786.1889770278538,32,0,BR004,Withdrawal,0,0
810,54,96852.95159368838,21967.112376020563,78.12948089045771,156,4,658.0913157718232,14,2,BR003,Deposit,0,0
811,53,39982.889628203106,13215.972604206572,259.6429701905263,178,2,773.0695278797195,23,0,BR003,Deposit,0,0
812,52,44333.07275638863,9514.038035996153,272.9602692062957,64,2,677.1195802223716,29,5,BR001,Deposit,1,0
813,36,65470.40864430353,14883.886136520885,269.2842980198177,156,3,706.7024376752994,35,0,BR001,Bill Payment,0,0
814,37,73310.00857107597,12756.352881448809,309.54562080543025,86,5,813.453336943362,38,1,BR004,Bill Payment,0,0
815,74,89703.00698214376,0.0,119.17756377841535,56,4,626.0057460270507,5,1,BR002,Deposit,0,0
816,35,76385.96306786996,18270.83228717243,182.43472352101614,59,1,713.2273411913781,14,1,BR002,Bill Payment,0,0
817,64,61668.90893757375,15667.125959523983,227.7963691645216,133,5,729.6603680963109,37,0,BR004,Transfer,0,0
818,58,74162.15178463509,12145.546190511714,56.220658020891356,172,4,735.4003066560567,38,1,BR004,Withdrawal,0,0
819,66,71622.97847803794,21561.210306506284,243.0551377727417,170,3,667.4450854834574,21,0,BR004,Withdrawal,0,0
820,31,103390.36145973134,22916.994278251783,665.2823740899563,125,4,845.0384870565657,2,3,BR001,Bill Payment,0,0
821,32,68644.49675850771,19188.91795326196,704.2428163127474,47,2,608.3547680261818,28,1,BR002,Transfer,0,0
822,48,56572.1649018436,4347.292655680192,212.11468864869653,121,1,801.1219772042729,28,0,BR004,Transfer,0,0
823,18,74891.39866158026,4658.600004357362,292.59582747562484,153,1,784.0545923914146,30,2,BR004,Deposit,0,0
824,70,69366.6770254477,22056.019860017852,13.691814100520228,102,2,832.062215272258,1,1,BR002,Withdrawal,0,0
825,71,30438.146175157213,0.0,448.87425560286715,44,5,587.8241030904526,34,0,BR002,Withdrawal,0,0
826,71,64655.654644312286,10660.372363540977,207.41268444498587,15,2,638.1817958477203,8,0,BR001,Withdrawal,0,0
827,20,62783.758601067886,15958.432263279741,235.85929043299078,105,1,803.4360141413149,21,0,BR003,Bill Payment,0,0
828,33,53034.81895285504,0.0,827.5517344470904,51,3,567.6072591758784,18,0,BR003,Transfer,0,0
829,40,87782.83232770539,14109.089149652693,247.83560948437903,53,5,586.547876927171,36,0,BR001,Deposit,0,0
830,74,47715.04887453609,20589.861689273574,8.56801029301834,34,4,664.8184549301956,9,1,BR001,Bill Payment,0,0
831,28,75023.60962953985,0.0,103.24459140979987,124,3,712.4395652035587,20,0,BR002,Deposit,0,0
832,29,61747.14600343793,26923.531860247425,258.2159352561419,77,5,810.4557551554142,16,0,BR001,Bill Payment,0,0
833,27,67369.29012422921,2911.5293151098085,220.93434532660675,136,1,686.031385954875,2,0,BR001,Withdrawal,0,0
834,49,74059.29840300907,17172.62621829327,787.504078080706,123,1,656.4232596354823,6,0,BR004,Deposit,0,0
835,33,36233.363554397976,11247.632144772304,312.47455144334185,70,3,720.7972956387499,36,0,BR001,Transfer,0,0
836,25,69216.53961816522,12625.640613304062,468.0034580902121,21,5,731.8717538306081,35,0,BR001,Transfer,0,0
837,55,115356.84477369055,448.5437789325897,253.44091552729333,108,4,729.8867875519189,2,1,BR004,Bill Payment,0,0
838,29,30751.20639066807,23344.256661177533,231.68156941288044,108,4,686.5409654434059,12,0,BR002,Withdrawal,0,0
839,41,63732.62479825889,14932.9511701521,236.4432713116683,135,2,562.1439720257295,29,0,BR002,Bill Payment,1,0
840,45,89711.26514612403,26587.561592128404,211.67837831232404,90,3,634.7668807625568,22,0,BR001,Deposit,0,0
841,70,71635.62345497914,683.2450147887594,309.3815703089729,79,5,798.4189759687224,6,1,BR001,Transfer,1,0
842,25,80135.27294655274,10368.888295091754,115.30937984757243,177,3,712.094825658362,29,0,BR003,Transfer,0,0
843,45,18000.0,13885.763157319865,886.7655562082405,42,4,676.4234516625061,28,0,BR004,Transfer,0,0
844,53,78161.4862418589,12543.448325654323,162.03739972163157,151,5,777.2717983861783,7,1,BR003,Transfer,0,0
845,43,48242.85946286083,18001.068102051784,63.8440112778357,52,1,619.8918357341736,9,1,BR001,Deposit,0,0
846,25,71817.30026082923,10254.733122685118,40.61401622760895,102,1,683.2256306400894,32,0,BR003,Transfer,0,0
847,67,64352.4359199912,31098.234416706175,5.405526722198563,105,5,708.6430883621827,19,1,BR003,Bill Payment,1,0
848,45,115123.32664155593,12358.580899693616,219.86544520665427,79,3,668.103574769376,28,1,BR002,Transfer,1,0
849,45,77027.29712284927,0.0,83.11039015829061,112,3,706.0533976031119,28,0,BR004,Deposit,0,0
850,54,62522.27575621871,12757.809075054349,8.754262373491754,104,1,685.8614248004765,20,0,BR002,Withdrawal,0,0
851,58,31786.7592964218,23353.17586379565,293.60395893833936,16,1,601.0459866549887,0,1,BR002,Withdrawal,1,0
852,53,67665.23184069773,3690.245083345195,455.7468999875083,96,4,711.703451731534,33,0,BR003,Transfer,0,0
853,44,83111.0353236301,3119.203297458873,35.8609485728916,37,5,606.0153745940993,31,1,BR004,Withdrawal,0,0
854,71,63227.85837997709,4436.492642943689,247.15709194305515,146,3,710.5930587567706,13,0,BR001,Deposit,0,0
855,34,53875.560081376294,2311.7087102058376,544.4513644833464,148,4,795.1895076905076,36,2,BR004,Transfer,0,0
856,26,52403.09339538099,7685.384576646054,1701.9975129948937,46,3,679.3283761906762,34,1,BR002,Deposit,0,0
857,50,76773.11158001705,20183.675037142984,440.0738231854531,2,1,616.9961809020309,23,2,BR003,Withdrawal,0,0
858,70,81706.53466480145,25736.994555714242,112.33001473090015,119,5,690.1108530756513,0,0,BR001,Withdrawal,0,0
859,37,94946.62253706461,0.0,504.2929517142502,87,2,640.7620224345028,5,1,BR002,Transfer,0,0
860,30,43110.002349372124,8593.908117802885,364.45106023862803,94,5,740.6156301842029,3,0,BR003,Withdrawal,0,0
861,45,76571.50628518757,14724.281949390594,95.20100465417164,3,2,688.6407876734003,37,0,BR002,Transfer,0,0
862,65,62322.513002806925,13824.105270466716,761.8212189703901,174,4,818.6834276165201,0,2,BR003,Transfer,1,0
863,46,62970.84749806783,29099.456999606,223.03024725845128,111,2,780.4092716974137,30,1,BR004,Bill Payment,0,0
864,30,73840.16878874804,0.0,1307.8325035068463,177,2,688.2843646863018,35,2,BR002,Bill Payment,1,0
865,63,73968.43757974885,0.0,513.3521851211524,1,4,749.0926347581163,8,0,BR004,Bill Payment,1,0
866,52,76632.89832741462,30559.912716344304,413.763078272135,105,5,671.4734513586009,22,0,BR004,Deposit,0,0
867,23,41735.633771692184,18780.903239226027,521.3005005515909,22,4,701.3769819615618,30,0,BR003,Withdrawal,0,0
868,35,48504.149042337915,6857.655717423809,260.10942727143777,142,1,673.6996062554781,28,1,BR001,Withdrawal,1,0
869,68,97689.10206138904,13544.388957611594,281.4620608100496,173,1,752.6519171894796,20,2,BR004,Bill Payment,0,0
870,22,60147.40571542152,14188.958603049598,762.0807164720545,134,2,799.3091793696705,2,0,BR002,Transfer,0,0
871,64,71732.31675639372,6640.312886976186,456.9360712902367,65,4,754.90537450338,25,2,BR002,Transfer,0,0
872,42,88202.65886495009,13276.005336222906,910.1565864308743,21,4,763.5355620899749,5,1,BR003,Transfer,1,0
873,19,75195.74759193801,15193.320371941076,885.9276967156561,4,4,763.612340606501,19,0,BR004,Transfer,0,0
874,27,77023.49788138486,30139.772352265427,1500.1323458025836,131,5,737.5879145634296,12,2,BR001,Deposit,0,0
875,73,84680.70894336265,20671.06100056987,481.87543596951326,113,3,619.2499688552813,22,0,BR001,Withdrawal,1,0
876,47,18433.397260266,27653.908262178673,279.10449772903337,30,3,818.068006359155,14,1,BR002,Bill Payment,1,0
877,67,54221.09658646824,0.0,72.75827509598133,31,3,825.3087578688898,30,0,BR003,Deposit,0,0
878,62,75309.32752299102,8875.22466343928,488.8283152615699,162,5,682.6284277680642,3,0,BR004,Withdrawal,1,0
879,22,95528.17475526847,14180.222855384629,137.88596713474263,20,4,673.0511459348672,10,0,BR002,Deposit,1,0
880,72,66454.102312427,0.0,133.04252567620352,54,3,741.8688157040763,1,0,BR003,Transfer,1,0
881,73,46416.2378413659,22636.734042983524,108.87458160296852,126,4,737.5568984628453,15,4,BR001,Deposit,0,0
882,50,47002.10690856895,17779.88795080136,832.1673910151651,153,2,684.8637751872886,30,3,BR002,Deposit,0,0
883,71,84444.94647596763,8695.573320415224,809.8736197380729,15,3,611.4982041088678,38,0,BR003,Transfer,1,0
884,18,60208.98118737849,10349.990908492935,398.75141717838596,166,2,720.3990833524844,3,0,BR001,Transfer,1,0
885,35,64841.59899261259,23284.80199941373,256.20745704454845,151,5,737.6005576722881,27,0,BR003,Bill Payment,0,0
886,49,78530.66426299102,4841.058471267311,446.03627808634013,57,1,749.8074803627158,15,1,BR002,Bill Payment,1,0
887,64,18000.0,23647.668146960583,373.81187224560665,79,5,723.4504940647945,38,1,BR004,Withdrawal,1,0
888,66,109008.0852531778,9731.651370723408,214.95973816756666,163,5,680.0219396146664,24,1,BR003,Bill Payment,0,0
889,28,48916.375628876645,18803.96447499225,190.97624123408886,14,5,768.5801427654395,12,0,BR004,Bill Payment,1,0
890,38,70322.60012841858,12780.877850210885,193.02117459076862,91,3,703.6093948296143,4,0,BR002,Withdrawal,1,0
891,43,27496.665703082035,32098.74461986067,355.7946796248703,14,2,666.4553889944696,29,1,BR001,Deposit,0,0
892,42,55704.09557108917,4013.468489032268,417.2740860301765,99,3,686.3542632567995,0,1,BR003,Deposit,0,0
893,39,92383.13702003213,6840.456396807595,240.40354013190367,33,1,576.7821677267513,4,1,BR001,Deposit,1,0
894,44,22844.322047350666,0.0,1385.5456250414254,1,5,686.2430723075023,13,1,BR004,Transfer,0,0
895,66,89776.40191816111,2129.1854967361105,35.02819934586223,34,4,747.1905563912268,10,1,BR004,Withdrawal,0,0
896,30,58978.68588288755,18418.152969250645,170.50006701683128,19,1,722.7848115497461,33,2,BR001,Deposit,1,0
897,50,75717.61768484423,26401.47274978555,217.25322911083444,152,2,805.4464921086831,28,0,BR002,Bill Payment,1,0
898,51,79465.53709667243,19438.32783324249,6.826458086052574,4,1,680.5917560189007,17,1,BR004,Bill Payment,1,0
899,58,74711.27298880037,11951.476502458203,181.62514454688701,164,3,733.1119214137321,14,0,BR002,Bill Payment,0,0
900,52,45971.08566412181,3957.4694850955166,127.9223123354488,77,4,754.491812341404,24,0,BR001,Withdrawal,0,0
901,18,56979.91877622948,20085.768044644352,282.1172744011299,58,3,862.9999905801186,29,0,BR002,Withdrawal,0,0
902,38,32845.764100482054,3462.5828533274616,164.03664587157593,160,5,709.1335843782348,1,0,BR004,Bill Payment,1,0
903,65,75819.51929493775,0.0,518.1168478817514,137,5,625.9068974795184,39,0,BR001,Transfer,0,0
904,72,102445.21338835036,9223.776001110858,285.2848531567727,103,1,758.3550127348698,26,1,BR002,Transfer,1,0
905,23,24862.300493117822,0.0,55.59552393594297,67,5,829.600914917792,14,1,BR002,Deposit,0,0
906,45,48243.79006496322,0.0,554.6158751149623,116,5,676.4215902841365,31,0,BR003,Deposit,0,0
907,34,61000.943930575464,28973.913022945384,41.80164014230537,148,2,757.8757077024491,19,2,BR004,Deposit,0,0
908,22,68813.5113216982,0.0,730.6625409745983,120,2,785.0109638660244,13,0,BR003,Deposit,0,0
909,48,84341.87863155738,1306.664570587698,1071.9145302202862,22,3,770.1945880779108,26,2,BR002,Deposit,0,0
910,22,61651.60043213133,12646.49616935998,155.70599079756306,112,3,707.7890965731505,2,0,BR004,Withdrawal,1,0
911,55,58048.90801819569,13115.134920270137,1042.2478089109443,75,2,650.1068369250797,2,0,BR001,Withdrawal,0,0
912,20,89268.8755335343,9888.381323590314,630.0303610178042,176,1,693.3104316390489,12,0,BR001,Transfer,1,0
913,70,79563.90247539271,0.0,1022.6587447238808,136,2,731.1020317714341,24,0,BR001,Transfer,0,0
914,40,76857.51546542416,19636.40394874011,438.96936257251673,143,3,762.5755766864211,17,2,BR002,Withdrawal,0,0
915,54,67475.34565493852,8012.51940217803,107.48867253342671,32,4,722.3761533599328,0,1,BR002,Transfer,0,0
916,70,86629.34864023689,22984.04569957411,899.7058421624148,67,5,672.4064423421596,38,0,BR001,Bill Payment,0,0
917,54,50561.19339293413,6196.641406240375,81.46633001644489,4,4,737.8765759304838,4,0,BR003,Transfer,0,0
918,27,47560.72579190628,20842.44905226519,95.84158902234756,30,4,759.2059547419974,1,0,BR003,Bill Payment,1,0
919,27,81414.22171112514,23664.751041714917,126.46718277396809,13,5,725.5727039490137,29,0,BR004,Bill Payment,0,0
920,36,29249.208676568014,7797.519518215618,145.10383083907104,21,2,640.4669019823173,16,1,BR004,Deposit,1,0
921,34,67027.94921200271,19924.051746950823,289.0136241483683,41,1,686.3015775697967,28,1,BR001,Transfer,1,0
922,38,58035.71625022474,43.0978969524258,499.94716988030615,121,4,765.3474543488727,3,0,BR002,Bill Payment,0,0
923,31,34073.39592563497,14373.205383625444,1042.6029270989711,19,1,602.1887533878869,8,1,BR002,Transfer,1,0
924,26,44512.11324624218,23000.049375193557,37.038085891469684,48,3,552.4775384326189,20,0,BR004,Transfer,1,0
925,63,62602.52596950231,16666.435613677113,1234.8703628452074,86,4,804.5657995100814,11,2,BR001,Withdrawal,0,0
926,18,87747.19164297849,33656.01530567915,1016.9615988452172,63,3,734.7990678515316,11,0,BR004,Withdrawal,1,0
927,68,50634.92419232816,17169.221930620402,22.204784683014182,148,2,741.4711001764075,3,1,BR003,Deposit,0,0
928,62,91694.39079790986,8712.55872653249,178.7156024816065,37,4,623.6228118461061,27,1,BR001,Transfer,1,0
929,30,66389.94300624335,37567.97753701348,670.965499723315,31,3,750.6269644426577,8,0,BR001,Withdrawal,0,0
930,21,93828.46344773937,26703.30915612795,378.2636627392237,74,3,718.2674081297855,39,1,BR001,Bill Payment,0,0
931,18,51701.184606838935,0.0,604.0071004053123,146,2,588.0970695506122,31,0,BR003,Bill Payment,0,0
932,66,63926.18906168189,4942.527555645169,507.8077040269826,107,1,798.69983899917,12,2,BR001,Deposit,0,0
933,57,73106.63927341391,2656.5770366280885,274.68327269326977,103,1,710.107832653311,33,0,BR004,Bill Payment,0,0
934,49,61050.76981968674,17810.666440581503,16.83663919685098,110,4,671.2741223744512,18,0,BR003,Transfer,0,0
935,51,85966.53123719519,17140.422331351096,351.0859772564529,20,2,672.5407177810348,13,0,BR002,Bill Payment,0,0
936,45,18000.0,17071.067391559493,19.914258083426375,139,4,557.9344666197337,4,2,BR004,Deposit,1,0
937,48,118292.92185337868,0.0,370.26047940305546,86,1,740.5335619741954,26,0,BR004,Deposit,0,0
938,25,83871.04135389357,6257.176080554556,644.5977351586719,44,2,717.3300045072008,27,1,BR004,Bill Payment,0,0
939,56,61182.29976122964,10656.432707487202,351.78275052124667,82,5,685.4143907366833,25,1,BR003,Transfer,1,0
940,43,52848.92318129842,0.0,2326.5750878021454,64,2,788.493964521617,9,0,BR004,Withdrawal,0,0
941,51,45938.74654813181,4153.550100978983,243.42426326110558,122,2,602.1298686702908,23,0,BR003,Transfer,0,0
942,71,79203.54043173422,24207.903391491593,552.6460719994886,162,5,657.2259266542669,16,0,BR001,Transfer,0,0
943,71,86889.59671343179,0.0,440.10140398439984,87,3,639.499422166773,15,0,BR002,Transfer,1,0
944,20,61424.42518114221,25097.344443466325,1903.873978878078,65,3,679.4843514159913,16,1,BR001,Bill Payment,0,0
945,67,89353.78908552707,21820.34183281952,499.6145753646322,55,3,703.7229017680056,0,1,BR004,Withdrawal,0,0
946,29,45040.278971255306,9383.365021759671,71.6653706767968,74,1,729.1009466667948,20,0,BR003,Transfer,0,0
947,18,41156.161300289605,6160.1430056908375,1245.0656264034458,117,2,674.7118582826417,21,0,BR003,Withdrawal,1,0
948,71,104893.50651540208,19486.448599307703,440.7798121628771,129,5,637.5850985391575,4,0,BR001,Deposit,0,0
949,61,78004.38949784794,4910.338551939322,24.468656654515456,166,1,817.0204864839311,35,1,BR004,Withdrawal,0,0
950,22,95730.66043989321,5358.018450484885,428.6732296468101,137,5,867.8148134251999,20,0,BR002,Bill Payment,0,0
951,47,46213.32641547076,11785.184363957444,858.6409740761134,95,1,709.0300670317417,8,1,BR003,Deposit,0,0
952,47,44682.441381087934,0.0,344.1928277394382,145,1,646.0253743085393,26,0,BR003,Deposit,1,0
953,74,57110.59497193407,0.0,174.79447003678607,99,1,802.2817891729605,11,0,BR004,Transfer,0,0
954,34,46870.70548614174,9159.048758986653,687.9459051738739,112,5,597.7270025570074,17,0,BR003,Withdrawal,0,0
955,65,80518.03462502592,16281.264289913393,610.2446560477115,52,4,675.5658672706621,34,0,BR004,Deposit,1,0
956,64,48475.2267476182,4785.834557291892,314.264804122847,146,1,650.2718064057589,14,0,BR004,Deposit,0,0
957,40,39223.26312251961,10221.505697804858,67.06545392942084,33,3,617.8325114684658,29,2,BR002,Withdrawal,0,0
958,32,68124.3390696151,0.0,115.59930090698343,4,2,679.3983036954761,32,0,BR004,Withdrawal,1,0
959,54,36620.3041318453,20392.354670432884,536.5038822096366,87,4,638.5079544578225,35,0,BR001,Deposit,0,0
960,38,25411.793507541435,13980.740966048834,656.1282970391084,75,4,699.8858124904058,39,1,BR002,Deposit,0,0
961,31,67931.6591449481,14776.913123752953,130.99365604360884,9,5,700.9024017370725,29,2,BR004,Withdrawal,0,0
962,19,26517.15905377538,16394.255561864054,183.5369092271264,64,4,655.5067793534614,25,1,BR004,Bill Payment,0,0
963,28,82056.14671849931,12703.14753145307,32.32435133134346,30,5,673.0640650384291,20,0,BR002,Withdrawal,1,0
964,68,34302.658022438496,7646.045172834008,499.9535744687367,136,5,682.8405722467403,36,0,BR003,Bill Payment,1,0
965,56,18000.0,22166.89093848278,5.0,133,3,755.6892242783599,30,0,BR002,Deposit,0,0
966,55,58536.473696902525,13411.930329846957,19.063760401264446,76,1,688.609941925507,16,1,BR003,Transfer,0,0
